saleOrderAttributes_SK,orderDate_SK,saleDate_SK,product_SK,customer_SK,invoiceID,amt,qty,discounted,division
37,2158,1,61,4,47541,21611.1,131,0,TPCW
37,2158,1,56,16,52697,48927.4,195,0,TPCW
37,2158,1,4,10,23218,45980.5,162,0,TPCW
37,2158,1,42,62,48465,35823.4,64,0,TPCW
37,2158,1,38,29,1603,49425.8,115,0,TPCW
37,2158,1,38,24,27119,18910.8,44,0,TPCW
37,2158,1,59,79,12905,44252.2,96,0,TPCW
37,2158,1,73,42,17274,8961.1,72,0,TPCW
37,2158,1,41,79,12905,25663,110,0,TPCW
37,2158,1,131,43,38801,40681.4,144,0,TPCW
37,2158,1,26,5,52324,23789.9,58,0,TPCW
37,2158,1,34,26,20451,41548.5,105,0,TPCW
37,2158,1,111,78,45750,16683.5,49,0,TPCW
37,2158,1,138,29,1603,21311.7,94,0,TPCW
37,2158,1,96,67,32578,20172.4,67,0,TPCW
37,2158,1,21,5,52324,37497.9,67,0,TPCW
37,2158,1,15,24,27119,13759.2,70,0,TPCW
37,2158,1,52,2,48868,24369,47,0,TPCW
37,2158,1,118,80,24920,13730.4,97,0,TPCW
37,2158,1,105,78,45750,57252.8,115,0,TPCW
37,2158,1,109,58,8725,74791.7,157,0,TPCW
37,2158,1,142,93,38996,18437.5,50,0,TPCW
37,2158,1,37,76,7295,17422.8,61,0,TPCW
37,2158,1,93,29,1603,28982.6,145,0,TPCW
37,2158,1,84,2,48868,53198.8,125,0,TPCW
37,2158,1,121,14,1028,35658.6,112,0,TPCW
37,2158,1,44,21,27044,3335.7,23,0,TPCW
37,2158,1,91,13,16873,2160.3,21,0,TPCW
37,2158,1,134,60,751,39537.1,82,0,TPCW
37,2158,1,134,14,1028,80520.7,167,0,TPCW
37,2158,1,143,76,7295,25320.8,195,0,TPCW
37,2158,1,112,69,41212,10832.8,22,0,TPCW
37,2158,1,108,93,38996,105870,200,0,TPCW
37,2158,1,101,100,26936,9353.5,25,0,TPCW
37,2158,1,101,37,50270,44896.8,120,0,TPCW
37,2158,1,86,16,52697,56296.6,177,0,TPCW
37,2158,1,153,78,45750,96706.4,196,0,TPCW
37,2158,2,104,10,29150,53828.4,155,0,TPCW
37,2158,2,115,71,14716,109854,188,0,TPCW
37,2158,2,135,76,50239,6731.7,19,0,TPCW
37,2158,2,94,31,49591,40954.2,142,0,TPCW
37,2158,2,69,64,46459,44129.4,190,0,TPCW
37,2158,2,47,64,46459,101871,180,0,TPCW
37,2158,2,23,21,29023,24290.3,84,0,TPCW
37,2158,2,17,10,29150,80161.3,158,0,TPCW
37,2158,2,111,21,29023,53114.9,156,0,TPCW
37,2158,2,138,78,14700,9522.2,42,0,TPCW
37,2158,2,96,59,23183,41248,137,0,TPCW
37,2158,2,33,80,19539,23123,134,0,TPCW
37,2158,2,16,80,19539,10890,22,0,TPCW
37,2158,2,15,24,33113,20049.1,102,0,TPCW
